time,hip.x,hip.y,hip.z,abdomen.x,abdomen.y,abdomen.z,chest.x,chest.y,chest.z,neck.x,neck.y,neck.z,head.x,head.y,head.z,leftEye.x,leftEye.y,leftEye.z,rightEye.x,rightEye.y,rightEye.z,rCollar.x,rCollar.y,rCollar.z,rShldr.x,rShldr.y,rShldr.z,rForeArm.x,rForeArm.y,rForeArm.z,rHand.x,rHand.y,rHand.z,rThumb1.x,rThumb1.y,rThumb1.z,rThumb2.x,rThumb2.y,rThumb2.z,rIndex1.x,rIndex1.y,rIndex1.z,rIndex2.x,rIndex2.y,rIndex2.z,rMid1.x,rMid1.y,rMid1.z,rMid2.x,rMid2.y,rMid2.z,rRing1.x,rRing1.y,rRing1.z,rRing2.x,rRing2.y,rRing2.z,rPinky1.x,rPinky1.y,rPinky1.z,rPinky2.x,rPinky2.y,rPinky2.z,lCollar.x,lCollar.y,lCollar.z,lShldr.x,lShldr.y,lShldr.z,lForeArm.x,lForeArm.y,lForeArm.z,lHand.x,lHand.y,lHand.z,lThumb1.x,lThumb1.y,lThumb1.z,lThumb2.x,lThumb2.y,lThumb2.z,lIndex1.x,lIndex1.y,lIndex1.z,lIndex2.x,lIndex2.y,lIndex2.z,lMid1.x,lMid1.y,lMid1.z,lMid2.x,lMid2.y,lMid2.z,lRing1.x,lRing1.y,lRing1.z,lRing2.x,lRing2.y,lRing2.z,lPinky1.x,lPinky1.y,lPinky1.z,lPinky2.x,lPinky2.y,lPinky2.z,rButtock.x,rButtock.y,rButtock.z,rThigh.x,rThigh.y,rThigh.z,rShin.x,rShin.y,rShin.z,rFoot.x,rFoot.y,rFoot.z,lButtock.x,lButtock.y,lButtock.z,lThigh.x,lThigh.y,lThigh.z,lShin.x,lShin.y,lShin.z,lFoot.x,lFoot.y,lFoot.z
   2.16667,  50.13710, 104.22100, -44.29360,  51.40259, 124.80836, -46.05192,  51.11706, 136.44985, -44.77807,  50.23361, 158.68079, -46.25803,  50.08768, 165.49499, -44.00080,  52.37230, 175.26551, -37.21844,  44.75125, 174.86599, -38.84477,  47.97743, 155.73374, -49.28702,  39.20522, 153.32776, -48.77421,  36.06609, 128.39788, -61.64275,  29.35480, 107.30473, -53.22533,  29.25972, 106.11893, -49.76656,  28.45741, 102.90178, -46.26022,  25.58241, 100.55182, -47.50604,  25.47518,  97.92170, -45.84542,  25.27072, 100.09694, -49.69905,  24.71369,  97.02278, -48.54090,  25.73999,  99.26343, -51.54974,  25.61015,  96.53241, -51.47377,  26.56589,  99.50841, -53.50472,  26.57035,  97.54534, -54.13402,  53.30911, 155.98143, -48.74902,  61.98605, 154.38609, -46.47548,  69.27025, 131.12983, -60.72467,  72.99594, 113.18454, -75.72137,  72.75128, 109.60316, -75.01982,  72.81871, 104.90784, -76.13225,  75.24255, 104.49385, -79.18081,  74.79940, 101.76619, -80.61265,  75.53672, 106.13320, -80.71031,  75.46877, 103.56991, -82.83798,  74.98182, 107.38780, -82.27813,  74.59502, 105.98009, -84.59109,  74.28238, 109.29995, -82.92510,  73.93124, 108.89203, -84.91506,  41.53800, 109.07091, -44.38118,  41.70421, 107.24495, -46.47110,  38.17995,  72.04226, -36.24416,  36.70445,  28.34921, -48.50974,  58.93891, 108.18555, -42.22377,  59.10512, 106.35959, -44.31368,  61.19287,  71.24987, -33.39633,  64.76263,  28.72030, -48.89463
   2.17500,  50.15620, 103.45900, -43.49540,  51.34645, 124.04928, -45.27194,  51.02219, 135.69110, -44.01045,  50.07097, 157.91514, -45.55090,  49.88471, 164.72655, -43.28824,  52.14323, 174.49627, -36.49599,  44.52482, 174.08370, -38.13139,  47.84369, 154.95283, -48.58639,  39.07686, 152.51766, -48.12156,  35.96927, 127.60028, -61.02194,  29.38647, 106.68150, -52.08401,  29.29264, 105.57633, -48.59860,  28.49270, 102.44108, -45.01832,  25.61877, 100.06124, -46.20867,  25.51326,  97.47036, -44.48737,  25.30696,  99.55536, -48.39046,  24.75181,  96.50864, -47.16109,  25.77636,  98.67933, -50.22137,  25.64803,  95.95075, -50.08195,  26.60179,  98.87927, -52.18167,  26.60721,  96.90212, -52.76519,  53.17107, 155.22037, -48.01623,  61.83931, 153.66078, -45.68545,  69.35560, 130.47481, -59.92866,  73.21000, 112.77583, -75.18332,  73.00884, 109.18140, -74.53687,  73.13261, 104.50488, -75.72134,  75.56029, 104.16710, -78.77623,  75.14965, 101.45661, -80.24976,  75.83416, 105.83319, -80.28039,  75.79648, 103.30226, -82.44719,  75.26364, 107.10494, -81.82866,  74.89313, 105.72837, -84.16294,  74.54095, 109.01821, -82.44608,  74.19413, 108.63671, -84.44203,  41.53915, 108.27669, -43.59533,  41.71407, 106.44941, -45.68337,  38.26987,  71.30421, -35.23385,  36.71435,  27.43175, -46.83092,  58.94127, 107.45831, -41.42134,  59.11619, 105.63103, -43.50938,  61.27880,  70.59446, -32.37378,  64.98419,  27.87619, -47.31111
   2.18333,  50.11690, 102.64300, -42.66950,  51.32603, 123.22940, -44.47806,  51.01902, 134.87354, -43.23385,  50.13153, 157.09570, -44.83806,  49.93808, 163.90937, -42.58282,  52.21418, 173.67193, -35.78614,  44.59562, 173.27592, -37.42494,  47.91318, 154.13088, -47.87764,  39.13794, 151.71870, -47.45348,  35.95539, 126.81934, -60.37035,  29.40424, 106.13301, -50.88493,  29.30670, 105.11535, -47.37307,  28.49528, 102.07334, -43.71577,  25.61206,  99.67563, -44.84632,  25.49689,  97.12885, -43.06103,  25.29799,  99.11678, -47.01483,  24.73135,  96.10377, -45.70993,  25.76375,  98.19363, -48.82338,  25.62498,  95.46987, -48.61604,  26.58964,  98.34151, -50.78809,  26.58740,  96.35044, -51.32219,  53.23808, 154.38672, -47.27959,  61.88977, 152.81182, -44.89816,  69.53908, 129.65046, -59.11057,  73.44966, 112.19158, -74.62539,  73.27311, 108.58602, -74.03628,  73.43066, 103.92988, -75.29472,  75.86329, 103.65763, -78.35221,  75.47293, 100.96808, -79.86899,  76.12679, 105.34927, -79.82947,  76.10872, 102.85287, -82.03621,  75.54872, 106.64144, -81.35791,  75.18988, 105.29955, -83.71411,  74.81318, 108.55917, -81.94558,  74.47077, 108.20700, -83.94768,  41.50402, 107.46783, -42.78396,  41.67904, 105.63706, -44.86894,  38.16365,  70.57621, -34.16290,  36.32429,  26.53555, -45.05973,  58.90372, 106.63818, -40.59489,  59.07874, 104.80741, -42.67987,  61.15083,  69.84477, -31.29741,  64.81201,  26.91799, -45.63587
   2.19167,  50.07950, 101.79200, -41.80480,  51.29830, 122.37042, -43.69575,  50.99622, 134.01872, -42.48983,  50.14990, 156.23570, -44.18549,  49.94806, 163.05710, -41.95450,  52.24277, 172.82867, -35.17704,  44.62146, 172.43671, -36.80396,  47.93541, 153.26235, -47.21955,  39.15503, 150.86623, -46.81099,  35.90131, 125.95226, -59.68188,  29.42198, 105.52949, -49.59504,  29.32970, 104.60834, -46.05651,  28.51870, 101.66944, -42.31575,  25.62684,  99.24932, -43.37416,  25.50915,  96.75253, -41.51974,  25.30648,  98.63229, -45.52591,  24.73506,  95.65753, -44.13800,  25.76584,  97.65890, -47.30958,  25.62057,  94.94219, -47.02764,  26.58771,  97.75093, -49.27939,  26.57918,  95.74603, -49.75892,  53.25898, 153.51188, -46.60721,  61.90120, 151.93241, -44.19463,  69.69019, 128.77190, -58.33235,  73.65815, 111.53230, -74.07614,  73.51039, 107.91761, -73.53724,  73.70446, 103.28083, -74.86040,  76.13820, 103.07047, -77.92189,  75.76870, 100.39928, -79.47587,  76.38780, 104.78455, -79.37551,  76.38883, 102.31904, -81.61678,  75.79901, 106.09323, -80.88570,  75.45008, 104.78146, -83.26027,  75.04810, 108.01307, -81.44647,  74.70786, 107.68609, -83.45320,  41.46922, 106.62121, -41.92928,  41.64103, 104.78214, -44.00721,  38.11985,  69.82570, -32.96688,  36.03487,  25.61230, -43.09268,  58.87073, 105.79035, -39.75513,  59.04254, 103.95128, -41.83306,  61.09015,  69.09160, -30.13476,  64.73802,  25.94977, -43.81612
   2.20000,  50.02930, 100.87200, -40.98280,  51.26561, 121.44435, -42.92766,  50.94485, 133.09369, -41.73663,  50.09126, 155.30809, -43.46210,  49.87135, 162.13211, -41.24083,  52.16278, 171.90291, -34.46118,  44.54199, 171.51021, -36.09041,  47.88923, 152.32976, -46.50034,  39.10890, 149.92887, -46.11978,  35.82563, 125.01514, -58.98365,  29.43116, 104.84196, -48.35498,  29.34315, 104.01005, -44.79430,  28.53428, 101.16701, -40.97973,  25.63785,  98.72472, -41.97272,  25.51995,  96.27542, -40.05603,  25.31346,  98.05428, -44.10782,  24.74053,  95.11601, -42.64481,  25.76890,  97.03583, -45.86717,  25.62075,  94.32724, -45.51690,  26.58787,  97.07735, -47.83990,  26.57616,  95.06105, -48.26893,  53.21047, 152.58322, -45.86958,  61.84509, 151.01184, -43.42470,  69.82967, 127.88647, -57.51073,  73.90612, 110.89280, -73.49238,  73.79199, 107.26929, -73.00713,  74.03100, 102.65464, -74.39850,  76.46938, 102.51253, -77.46023,  76.12650,  99.86126, -79.05392,  76.70410, 104.25020, -78.88808,  76.73042, 101.81824, -81.16556,  76.10436, 105.57547, -80.37937,  75.76996, 104.29575, -82.77344,  75.33588, 107.49623, -80.91248,  75.00054, 107.19579, -82.92418,  41.42305, 105.70798, -41.12225,  41.59387, 103.86330, -43.19528,  38.10440,  68.98456, -31.90205,  35.86611,  24.63790, -41.39250,  58.82331, 104.86847, -38.94139,  58.99413, 103.02379, -41.01442,  61.06930,  68.25058, -29.06630,  64.78540,  24.95205, -42.22427
   2.20833,  49.89090,  99.87800, -40.20290,  51.30374, 120.43667, -42.17205,  51.00429, 132.08578, -40.97330,  50.22005, 154.30597, -42.65666,  50.01363, 161.12961, -40.43293,  52.33323, 170.87720, -33.62947,  44.71586, 170.52642, -35.28402,  48.02387, 151.34002, -45.71119,  39.23527, 148.96269, -45.37613,  35.82393, 124.08310, -58.27270,  29.39084, 104.17842, -47.17162,  29.29856, 103.42767, -43.59306,  28.47317, 100.67648, -39.71520,  25.56165,  98.23016, -40.65253,  25.42920,  95.82553, -38.68101,  25.23267,  97.51368, -42.77192,  24.64212,  94.61275, -41.24289,  25.68148,  96.45300, -44.50787,  25.51685,  93.75397, -44.09652,  26.50024,  96.44496, -46.48110,  26.47611,  94.41960, -46.86449,  53.34281, 151.57743, -45.05536,  61.96167, 149.97709, -42.57391,  70.07247, 126.87284, -56.62245,  74.22144, 110.12106, -72.83907,  74.12357, 106.49009, -72.40921,  74.38921, 101.89831, -73.86971,  76.83728, 101.81451, -76.92585,  76.51206,  99.18613, -78.56062,  77.06774, 103.57479, -78.32646,  77.11266, 101.17785, -80.64048,  76.46595, 104.91964, -79.79927,  76.14487, 103.67483, -82.21349,  75.68967, 106.84454, -80.30549,  75.36176, 106.57306, -82.32253,  41.32567, 104.78537, -40.37101,  41.48642, 102.93651, -42.44113,  37.84806,  68.12530, -30.98767,  35.28364,  23.68866, -39.96060,  58.71266, 103.80379, -38.14415,  58.87342, 101.95493, -40.21427,  60.81768,  67.23886, -28.07942,  64.44152,  23.81404, -40.84096
   2.21667,  49.75850,  98.80990, -39.36930,  51.33724, 119.34887, -41.41642,  51.02660, 130.99904, -40.23084,  50.23844, 153.22102, -41.88859,  50.03871, 160.04887, -39.67723,  52.38057, 169.79285, -32.87623,  44.76406, 169.46473, -34.53939,  48.04660, 150.25813, -44.94922,  39.25825, 147.87810, -44.62724,  35.73913, 122.99451, -57.48708,  29.33684, 103.37774, -45.86777,  29.25368, 102.71465, -42.27170,  28.43055, 100.06195, -38.32534,  25.50625,  97.60529, -39.19331,  25.37098,  95.24989, -37.16342,  25.16731,  96.83879, -41.29354,  24.57048,  93.97832, -39.69243,  25.60607,  95.73440, -43.00462,  25.43218,  93.04686, -42.52716,  26.41813,  95.67506, -44.97974,  26.38472,  93.64109, -45.31364,  53.36472, 150.49616, -44.28690,  61.98110, 148.89513, -41.79732,  70.24557, 125.80008, -55.77122,  74.47465, 109.26060, -72.18389,  74.40245, 105.62400, -71.79900,  74.70172, 101.05263, -73.31595,  77.15212, 101.02408, -76.37124,  76.84663,  98.41385, -78.03858,  77.37083, 102.80313, -77.74983,  77.43422, 100.43537, -80.09327,  76.76031, 104.16177, -79.20632,  76.44955, 102.94464, -81.63595,  75.97062, 106.08719, -79.68924,  75.64583, 105.83834, -81.70969,  41.23311, 103.78544, -39.55771,  41.37929, 101.92748, -41.62075,  37.70886,  67.19519, -29.94016,  34.90968,  22.65811, -38.32570,  58.61128, 102.67230, -37.32383,  58.75746, 100.81434, -39.38687,  60.70430,  66.18717, -27.00102,  64.32004,  22.63659, -39.32892
   2.22500,  49.69810,  97.68130, -38.48140,  51.32915, 118.20247, -40.66171,  50.94907, 129.85398, -39.51003,  50.03284, 152.07007, -41.18088,  49.80643, 158.90405, -38.99111,  52.12802, 168.66892, -32.21316,  44.51184, 168.31975, -33.87354,  47.85689, 149.09281, -44.23890,  39.08246, 146.66260, -43.91219,  35.56191, 121.72698, -56.67046,  29.30859, 102.40623, -44.48769,  29.24465, 101.83874, -40.87492,  28.44492,  99.29086, -36.85536,  25.51914,  96.80894, -37.64274,  25.39709,  94.50810, -35.55039,  25.17035,  95.98660, -39.72011,  24.58516,  93.16901, -38.04059,  25.60165,  94.83765, -41.40352,  25.43342,  92.16354, -40.85401,  26.40365,  94.72676, -43.38054,  26.37095,  92.68460, -43.66016,  53.17380, 149.36174, -43.57872,  61.80015, 147.81166, -41.09141,  70.32450, 124.73976, -54.94692,  74.70009, 108.40182, -71.52223,  74.67331, 104.76091, -71.17395,  75.02800, 100.20911, -72.73709,  77.47606, 100.24172, -75.79422,  77.20159,  97.64482, -77.48757,  77.67156, 102.03714, -77.15497,  77.76237,  99.69405, -79.52219,  77.04304, 103.40268, -78.59727,  76.74540, 102.20630, -81.03883,  76.22913, 105.32292, -79.06022,  75.90579, 105.09041, -81.08285,  41.18584, 102.67846, -38.69007,  41.32422, 100.80699, -40.74140,  37.81822,  66.16180, -28.75562,  35.02239,  21.51504, -36.53727,  58.56399, 101.53283, -36.47257,  58.70237,  99.66136, -38.52390,  60.85764,  65.16099, -25.82274,  64.67514,  21.50114, -37.69493
   2.23333,  49.69050,  96.48060, -37.58730,  51.32227, 116.98383, -39.92984,  50.88383, 128.63702, -38.81654,  49.84305, 150.84434, -40.53040,  49.58673, 157.68226, -38.35630,  51.89194, 167.46903, -31.60439,  44.27405, 167.09464, -33.25137,  47.68178, 147.84902, -43.58119,  38.92120, 145.37072, -43.24413,  35.38211, 120.37201, -55.87314,  29.29443, 101.37880, -43.10548,  29.25384, 100.91194, -39.47799,  28.48252,  98.47599, -35.38418,  25.55500,  95.96994, -36.08379,  25.44896,  93.72806, -33.92755,  25.19425,  95.08976, -38.13526,  24.62314,  92.31934, -36.37439,  25.61644,  93.89490, -39.78875,  25.45503,  91.23694, -39.16405,  26.40618,  93.72994, -41.76693,  26.37431,  91.68076, -41.98945,  52.99752, 148.14880, -42.92491,  61.63391, 146.65160, -40.44005,  70.40716, 123.59378, -54.16302,  74.91285, 107.45432, -70.89717,  74.93266, 103.81016, -70.58410,  75.34191,  99.27852, -72.19183,  77.78377,  99.37159, -75.25267,  77.53900,  96.78790, -76.97060,  77.95410, 101.18239, -76.59631,  78.07016,  98.86361, -78.98625,  77.30577, 102.55375, -78.02425,  77.01879, 101.37734, -80.47676,  76.46684, 104.46793, -78.46719,  76.14277, 104.25090, -80.49143,  41.17933, 101.47895, -37.81127,  41.31152,  99.59171, -39.84851,  37.97289,  65.05264, -27.51374,  35.19460,  20.31957, -34.78956,  58.56308, 100.34441, -35.63227,  58.69527,  98.45716, -37.66950,  61.06452,  64.09448, -24.63752,  65.05582,  20.34337, -36.10983
   2.24167,  49.73830,  95.20360, -36.76510,  51.28742, 115.69723, -39.24378,  50.80167, 127.34950, -38.14053,  49.63520, 149.54937, -39.86990,  49.33972, 156.38171, -37.68325,  51.62871, 166.17032, -30.92850,  44.00719, 165.76854, -32.55205,  47.48983, 146.53974, -42.91783,  38.74347, 144.01236, -42.57607,  35.17364, 118.97735, -55.12426,  29.27739, 100.30927, -41.79938,  29.26383,  99.93898, -38.16057,  28.52621,  97.61161, -33.99795,  25.59788,  95.08355, -34.60939,  25.51117,  92.89964, -32.39360,  25.22375,  94.14860, -36.63405,  24.67002,  91.42514, -34.79607,  25.63597,  92.91081, -38.25823,  25.48350,  90.27016, -37.56195,  26.41164,  92.69447, -40.23702,  26.38157,  90.64005, -40.40476,  52.80402, 146.86994, -42.26355,  61.44952, 145.42320, -39.78051,  70.47170, 122.41618, -53.42713,  75.09928, 106.53494, -70.37372,  75.16897, 102.88765, -70.10788,  75.63485,  98.38306, -71.77514,  78.06700,  98.54856, -74.84065,  77.85241,  95.98419, -76.59125,  78.20933, 100.37868, -76.16117,  78.35015,  98.09271, -78.58120,  77.53876, 101.75948, -77.56961,  77.26104, 100.61106, -80.03641,  76.67296, 103.66773, -77.98564,  76.34639, 103.47248, -80.01169,  41.20840, 100.16994, -36.98872,  41.33976,  98.27027, -39.01443,  38.17726,  63.81230, -26.40938,  35.41384,  19.02095, -33.32332,  58.60415,  99.11148, -34.86804,  58.73552,  97.21181, -36.89375,  61.31059,  62.94585, -23.64789,  65.48154,  19.12621, -34.79001
   2.25000,  49.74200,  93.84620, -35.96660,  51.23743, 114.32679, -38.58228,  50.74856, 125.97926, -37.48260,  49.53665, 148.17521, -39.23098,  49.21306, 154.99843, -37.01997,  51.49811, 164.77392, -30.24491,  43.87568, 164.36854, -31.86330,  47.40740, 145.15858, -42.28328,  38.66584, 142.61146, -41.96623,  35.00789, 117.55696, -54.44999,  29.21251,  99.25013, -40.59039,  29.21608,  98.97723, -36.94295,  28.49496,  96.76322, -32.71610,  25.55957,  94.22488, -33.24560,  25.48010,  92.10112, -30.97184,  25.17405,  93.23683, -35.24272,  24.62483,  90.56444, -33.32994,  25.57631,  91.95536, -36.83521,  25.42293,  89.33453, -36.06786,  26.34198,  91.68486, -38.81123,  26.30774,  89.62675, -38.92385,  52.71881, 145.50138, -41.61315,  61.36004, 144.07611, -39.10295,  70.59663, 121.09814, -52.65474,  75.34249, 105.48238, -69.81399,  75.45057, 101.83267, -69.59905,  75.96410,  97.35694, -71.32887,  78.39477,  97.59082, -74.39109,  78.20744,  95.04901, -76.17736,  78.51799,  99.44059, -75.68591,  78.68321,  97.19022, -78.13756,  77.83309, 100.83377, -77.07514,  77.56782,  99.71702, -79.55779,  76.94729, 102.73841, -77.46474,  76.62307, 102.56802, -79.49341,  41.19958,  98.78991, -36.21248,  41.33318,  96.87725, -38.22578,  38.18919,  62.50665, -25.37988,  35.30441,  17.68066, -32.01413,  58.60046,  97.78835, -34.10625,  58.73406,  95.87569, -36.11955,  61.34903,  61.68202, -22.69588,  65.58617,  17.78815, -33.51619
   2.25833,  49.70360,  92.41490, -35.09670,  51.21240, 112.86796, -37.91244,  50.76512, 124.52521, -36.84614,  49.59131, 146.71604, -38.68324,  49.26161, 153.53553, -36.46165,  51.56725, 163.30895, -29.69059,  43.94435, 162.92032, -31.31090,  47.47106, 143.69083, -41.73331,  38.72472, 141.15681, -41.44435,  34.90339, 116.05597, -53.78525,  29.13152,  98.18582, -39.35755,  29.14904,  98.02056, -35.70370,  28.43429,  95.93599, -31.41047,  25.48361,  93.39872, -31.85293,  25.40273,  91.34337, -29.51719,  25.08457,  92.35427, -33.81845,  24.52960,  89.74238, -31.82543,  25.47350,  91.02429, -35.37405,  25.30980,  88.42808, -34.52909,  26.22943,  90.69159, -37.34432,  26.18407,  88.63127, -37.39602,  52.78001, 144.02891, -41.04160,  61.40838, 142.60137, -38.48884,  70.79154, 119.57356, -51.85407,  75.62100, 104.14659, -69.16014,  75.75346, 100.49568, -68.98240,  76.29972,  96.04148, -70.75716,  78.73310,  96.32311, -73.81321,  78.56550,  93.79852, -75.62567,  78.84564,  98.18684, -75.08885,  79.02955,  95.96287, -77.56315,  78.15330,  99.58952, -76.46476,  77.89911,  98.49649, -78.95911,  77.25519, 101.49203, -76.83617,  76.93501, 101.34024, -78.86696,  41.16474,  97.36257, -35.38335,  41.29517,  95.43034, -37.37809,  38.02736,  61.21571, -24.15235,  34.91492,  16.38116, -30.62388,  58.56665,  96.36811, -33.28223,  58.69707,  94.43588, -35.27697,  61.23818,  60.36297, -21.53582,  65.35128,  16.40366, -32.13611
   2.26667,  49.66970,  90.93040, -34.20570,  51.18817, 111.35015, -37.24883,  50.76647, 123.01227, -36.22632,  49.60058, 145.19342, -38.18153,  49.26219, 152.01112, -35.95575,  51.57434, 161.79916, -29.20806,  43.95124, 161.41192, -30.82774,  47.49060, 142.15268, -41.22327,  38.74313, 139.62066, -40.95131,  34.79701, 114.44279, -53.09443,  29.07772,  97.03027, -38.09747,  29.11315,  96.97522, -34.44042,  28.41225,  95.02394, -30.08275,  25.44971,  92.48619, -30.43380,  25.37285,  90.50256, -28.03672,  25.03673,  91.38452, -32.36489,  24.48193,  88.83615, -30.29124,  25.41268,  90.00670, -33.88156,  25.24338,  87.43782, -32.95783,  26.15733,  89.61173, -35.84461,  26.10385,  87.55099, -35.83388,  52.79716, 142.49403, -40.51508,  61.41662, 141.07916, -37.92541,  70.96566, 117.98180, -51.05097,  75.88886, 102.68909, -68.44955,  76.04787,  99.03816, -68.29566,  76.62841,  94.59984, -70.09909,  79.06257,  94.91935, -73.15078,  78.91518,  92.40557, -74.97996,  79.16268,  96.79219, -74.41404,  79.36522,  94.58594, -76.90271,  78.46141,  98.19879, -75.78140,  78.21760,  97.12035, -78.28313,  77.54975, 100.09708, -76.14121,  77.23261,  99.95631, -78.17327,  41.13426,  95.88205, -34.52386,  41.25778,  93.92802, -36.49770,  37.92208,  59.92636, -22.74996,  34.74521,  15.12598, -29.42361,  58.54084,  94.89552, -32.45797,  58.66435,  92.94149, -34.43181,  61.25274,  59.06430, -20.22349,  65.20087,  15.13488, -31.00877
   2.27500,  49.62620,  89.39540, -33.40970,  51.19450, 109.78366, -36.63336,  50.79645, 121.44871, -35.63502,  49.64497, 143.62147, -37.69127,  49.30018, 150.43077, -35.44090,  51.59334, 160.22684, -28.69838,  43.97475, 159.83736, -30.33858,  47.55101, 140.56807, -40.73140,  38.80176, 138.03853, -40.49612,  34.76047, 112.80249, -52.48623,  29.05965,  95.82988, -36.98635,  29.10690,  95.87633, -33.32932,  28.41252,  94.04979, -28.91687,  25.43864,  91.51547, -29.18781,  25.36171,  89.59955, -26.73628,  25.01488,  90.36228, -31.08621,  24.45666,  87.87482, -28.94075,  25.38028,  88.94131, -32.56517,  25.20369,  86.39981, -31.56984,  26.11687,  88.48889, -34.51884,  26.05514,  86.42947, -34.45066,  52.85371, 140.91167, -39.99588,  61.45874, 139.50660, -37.35343,  71.20063, 116.35809, -50.24507,  76.25011, 101.20369, -67.72827,  76.43285,  97.55295, -67.59809,  77.04778,  93.13062, -69.42921,  79.48827,  93.48643, -72.47182,  79.36262,  90.98393, -74.31800,  79.57950,  95.36824, -73.72236,  79.80359,  93.17994, -76.22499,  78.87275,  96.77922, -75.08237,  78.64306,  95.71583, -77.59185,  77.94956,  98.67380, -75.43218,  77.63903,  98.54443, -77.46602,  41.10425,  94.36919, -33.74375,  41.21584,  92.39789, -35.70106,  37.77725,  58.63710, -21.39634,  34.72151,  13.96948, -28.95744,  58.51432,  93.34932, -31.72400,  58.62591,  91.37803, -33.68131,  61.34793,  57.74225, -18.93462,  64.95761,  14.01933, -30.63851
   2.28333,  49.64120,  87.81910, -32.72630,  51.21693, 108.18438, -36.08860,  50.81176, 119.84919, -35.09038,  49.61464, 142.01267, -37.21937,  49.24827, 148.80533, -34.92258,  51.48675, 158.60569, -28.16795,  43.87459, 158.19056, -29.83154,  47.54482, 138.94482, -40.26148,  38.80093, 136.39349, -40.06542,  34.73582, 111.10841, -51.94364,  29.09791,  94.53949, -35.99059,  29.15852,  94.67904, -32.33612,  28.47745,  92.96664, -27.87608,  25.49885,  90.43094, -28.07164,  25.42797,  88.57824, -25.57182,  25.06647,  89.23041, -29.93850,  24.51235,  86.79932, -27.72835,  25.42439,  87.77164, -31.38206,  25.24764,  85.25661, -30.32166,  26.15320,  87.26842, -33.32621,  26.08865,  85.21151, -33.20533,  52.84260, 139.30425, -39.49862,  61.43691, 137.92924, -36.80594,  71.43450, 114.77818, -49.49568,  76.64701,  99.79103, -67.07494,  76.86189,  96.14120, -66.97093,  77.52057,  91.73801, -68.83269,  79.96523,  92.13771, -71.86650,  79.86635,  89.64776, -73.73118,  80.04278,  94.02934, -73.10305,  80.29242,  91.86148, -75.62101,  79.32684,  95.44391, -74.45450,  79.11274,  94.39690, -76.97224,  78.38769,  97.33272, -74.79281,  78.08329,  97.21549, -76.82831,  41.12353,  92.80100, -33.04823,  41.22267,  90.81709, -34.99341,  37.76441,  57.30287, -20.12472,  35.11150,  12.87444, -29.11253,  58.54259,  91.77292, -31.11188,  58.64173,  89.78901, -33.05706,  61.68965,  56.42919, -17.75761,  64.86873,  13.09620, -30.94282
   2.29167,  49.69910,  85.93860, -32.19310,  51.24688, 106.27492, -35.73867,  50.81754, 117.93922, -34.74452,  49.53015, 140.09026, -36.94894,  49.14226, 146.87071, -34.61985,  51.33945, 156.69148, -27.88130,  43.72813, 156.23810, -29.53880,  47.47650, 137.00363, -39.98300,  38.74314, 134.41642, -39.78788,  34.67092, 109.04023, -51.46771,  29.15914,  92.89869, -35.03950,  29.24631,  93.13476, -31.39053,  28.59720,  91.54115, -26.88197,  25.61661,  89.00249, -26.98883,  25.56341,  87.21655, -24.44045,  25.17039,  87.75323, -28.82012,  24.63172,  85.38165, -26.54251,  25.51746,  86.25665, -30.22717,  25.34777,  83.77061, -29.09940,  26.23201,  85.70189, -32.16256,  26.16782,  83.64892, -31.98689,  52.77190, 137.38776, -39.21562,  61.36892, 136.05771, -36.50906,  71.60268, 112.87858, -48.95698,  76.93233,  97.98823, -66.58331,  77.18155,  94.34029, -66.48989,  77.87968,  89.94878, -68.36480,  80.31747,  90.38000, -71.39982,  80.24011,  87.89453, -73.27148,  80.37604,  92.27578, -72.63106,  80.64352,  90.11750, -75.15541,  79.64552,  93.68739, -73.97779,  79.43876,  92.64556, -76.49829,  78.68835,  95.56826, -74.30981,  78.38305,  95.45394, -76.34534,  41.17897,  90.91801, -32.48734,  41.26230,  88.91785, -34.41657,  37.89205,  55.71054, -18.85521,  35.75607,  11.58692, -29.35513,  58.61325,  89.90542, -30.68446,  58.69658,  87.90527, -32.61370,  62.21361,  54.89268, -16.67507,  64.86505,  12.02736, -31.41410
