time,Hips.x,Hips.y,Hips.z,spine.x,spine.y,spine.z,spine1.x,spine1.y,spine1.z,spine2.x,spine2.y,spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,RightArm.x,RightArm.y,RightArm.z,RightArmRoll.x,RightArmRoll.y,RightArmRoll.z,RightForeArm.x,RightForeArm.y,RightForeArm.z,RightForeArmRoll.x,RightForeArmRoll.y,RightForeArmRoll.z,RightHand.x,RightHand.y,RightHand.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,LeftArm.x,LeftArm.y,LeftArm.z,LeftArmRoll.x,LeftArmRoll.y,LeftArmRoll.z,LeftForeArm.x,LeftForeArm.y,LeftForeArm.z,LeftForeArmRoll.x,LeftForeArmRoll.y,LeftForeArmRoll.z,LeftHand.x,LeftHand.y,LeftHand.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightUpLegRoll.x,RightUpLegRoll.y,RightUpLegRoll.z,RightLeg.x,RightLeg.y,RightLeg.z,RightLegRoll.x,RightLegRoll.y,RightLegRoll.z,RightFoot.x,RightFoot.y,RightFoot.z,RightToeBase.x,RightToeBase.y,RightToeBase.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftUpLegRoll.x,LeftUpLegRoll.y,LeftUpLegRoll.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftLegRoll.x,LeftLegRoll.y,LeftLegRoll.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,LeftToeBase.x,LeftToeBase.y,LeftToeBase.z
   0.02083,  53.62800,  85.58870,  10.34570,  53.80133,  91.98290,  10.63655,  54.09515, 101.14754,  10.28432,  54.50289, 109.92847,  10.09706,  55.88591, 132.42641,  11.72801,  55.27381, 139.11822,  12.89376,  51.38258, 119.64082,   9.84683,  40.56982, 125.75814,   8.97654,  39.34016, 119.83377,  10.68371,  35.75860, 102.57819,  15.65611,  36.36045,  96.09683,  18.37646,  37.56824,  83.09014,  23.83559,  58.77306, 119.19109,   9.78359,  68.65516, 126.76846,   9.93227,  69.66186, 120.78542,  11.57980,  72.59401, 103.35893,  16.37848,  72.29625,  96.72481,  18.75976,  71.69870,  83.41160,  23.53846,  47.91754,  84.68752,   9.62236,  47.23792,  68.11292,  10.25254,  46.39632,  47.58778,  11.03293,  46.55931,  27.05418,   9.10667,  46.69498,   9.96335,   7.50338,  45.44407,   3.70998,  20.35869,  59.24279,  84.39284,   9.35135,  59.85669,  67.80696,   9.68547,  60.61690,  47.26809,  10.09921,  60.81418,  26.66692,   7.12919,  60.97507,   9.86568,   4.70699,  62.99057,   3.59789,  17.45771
   0.02292,  53.63070,  85.59110,  10.32620,  53.80293,  91.98510,  10.62215,  54.09527, 101.15005,  10.27696,  54.50149, 109.93118,  10.09589,  55.87983, 132.42835,  11.74131,  55.27005, 139.11934,  12.91295,  51.37941, 119.64310,   9.85093,  40.56641, 125.76160,   8.99208,  39.33731, 119.83618,  10.69602,  35.75740, 102.57755,  15.65899,  36.36098,  96.09626,  18.37914,  37.57224,  83.08973,  23.83788,  58.76999, 119.19480,   9.78934,  68.64945, 126.77553,   9.94258,  69.65681, 120.79093,  11.58404,  72.59091, 103.35990,  16.36501,  72.29283,  96.72688,  18.74930,  71.69464,  83.41586,  23.53404,  47.92049,  84.68955,   9.60139,  47.24097,  68.11535,  10.24238,  46.39948,  47.59072,  11.03615,  46.56237,  27.05731,   9.10785,  46.69794,   9.96665,   7.50286,  45.44598,   3.71236,  20.35761,  59.24582,  84.39697,   9.33164,  59.85690,  67.81119,   9.67573,  60.61363,  47.27244,  10.10182,  60.81152,  26.67176,   7.12839,  60.97290,   9.87093,   4.70342,  62.98126,   3.60190,  17.45465
   0.02500,  53.63270,  85.58700,  10.30650,  53.80382,  91.98079,  10.60766,  54.09468, 101.14606,  10.26970,  54.49937, 109.92738,  10.09509,  55.87316, 132.42371,  11.75591,  55.26564, 139.11390,  12.93321,  51.37556, 119.63889,   9.85587,  40.56249, 125.75884,   9.00830,  39.33396, 119.83233,  10.70885,  35.75569, 102.57052,  15.66195,  36.36090,  96.08925,  18.38179,  37.57543,  83.08277,  23.83991,  58.76624, 119.19200,   9.79578,  68.64290, 126.77627,   9.95354,  69.65110, 120.79015,  11.58892,  72.58762, 103.35468,  16.35219,  72.28937,  96.72268,  18.73929,  71.69086,  83.41370,  23.52966,  47.92273,  84.68508,   9.58022,  47.24306,  68.11133,  10.23248,  46.40138,  47.58726,  11.04020,  46.56339,  27.05405,   9.10967,  46.69824,   9.96355,   7.50282,  45.44532,   3.70830,  20.35701,  59.24815,  84.39462,   9.31170,  59.85673,  67.80896,   9.66618,  60.61036,  47.27037,  10.10514,  60.80931,  26.67025,   7.12796,  60.97156,   9.86987,   4.69993,  62.97289,   3.59958,  17.45165
   0.02708,  53.63450,  85.58740,  10.28870,  53.80450,  91.98096,  10.59519,  54.09387, 101.14655,  10.26468,  54.49705, 109.92808,  10.09686,  55.86637, 132.42345,  11.77417,  55.26107, 139.11290,  12.95687,  51.37152, 119.63919,   9.86392,  40.55858, 125.76090,   9.02746,  39.33069, 119.83325,  10.72446,  35.75427, 102.56809,  15.66722,  36.36105,  96.08680,  18.38666,  37.57872,  83.08028,  23.84398,  58.76229, 119.19368,   9.80518,  68.63598, 126.78174,   9.96740,  69.64490, 120.79407,  11.59667,  72.58352, 103.35411,  16.34215,  72.28495,  96.72303,  18.73177,  71.68579,  83.41591,  23.52721,  47.92478,  84.68512,   9.56095,  47.24528,  68.11183,  10.22499,  46.40382,  47.58832,  11.04729,  46.56534,  27.05534,   9.11433,  46.69977,   9.96503,   7.50547,  45.44613,   3.70871,  20.35907,  59.25027,  84.39679,   9.29362,  59.85611,  67.81128,   9.65899,  60.60634,  47.27285,  10.11144,  60.80609,  26.67333,   7.13013,  60.96900,   9.87345,   4.69874,  62.96315,   3.60185,  17.45094
   0.02917,  53.64030,  85.58380,  10.26410,  53.80917,  91.97713,  10.57606,  54.09703, 101.14304,  10.25326,  54.49871, 109.92477,  10.09258,  55.86370, 132.41908,  11.78761,  55.26057, 139.10782,  12.97539,  51.37151, 119.63550,   9.86654,  40.55892, 125.75930,   9.04097,  39.33171, 119.83044,  10.73423,  35.75730, 102.56175,  15.66609,  36.36557,  96.08038,  18.38500,  37.58625,  83.07369,  23.84125,  58.76237, 119.19135,   9.80895,  68.63285, 126.78350,   9.97559,  69.64262, 120.79431,  11.59872,  72.58375, 103.34991,  16.32634,  72.28500,  96.71965,  18.71820,  71.68547,  83.41416,  23.51813,  47.93082,  84.68117,   9.53489,  47.25126,  68.10838,  10.21129,  46.40973,  47.58550,  11.04890,  46.57003,  27.05275,   9.11330,  46.70346,   9.96264,   7.50223,  45.44899,   3.70516,  20.35519,  59.25640,  84.39500,   9.26869,  59.85924,  67.80963,   9.64553,  60.60576,  47.27139,  10.11218,  60.80607,  26.67253,   7.12631,  60.96943,   9.87319,   4.69119,  62.95626,   3.60023,  17.44386
   0.03125,  53.64340,  85.58320,  10.24720,  53.81114,  91.97628,  10.56478,  54.09748, 101.14252,  10.24997,  54.49767, 109.92445,  10.09685,  55.85846, 132.41757,  11.81095,  55.25744, 139.10566,  13.00348,  51.36882, 119.63483,   9.87838,  40.55682, 125.76109,   9.06347,  39.33043, 119.83093,  10.75278,  35.75838, 102.55846,  15.67313,  36.36812,  96.07695,  18.39138,  37.59173,  83.06997,  23.84629,  58.75977, 119.19201,   9.82174,  68.62681, 126.78851,   9.99272,  69.63738, 120.79779,  11.60971,  72.58080, 103.34894,  16.31940,  72.28174,  96.71938,  18.71317,  71.68159,  83.41531,  23.51695,  47.93416,  84.68022,   9.51652,  47.25488,  68.10796,  10.20594,  46.41370,  47.58573,  11.05967,  46.57352,  27.05325,   9.12115,  46.70654,   9.96337,   7.50765,  45.45187,   3.70453,  20.35993,  59.25982,  84.39624,   9.25141,  59.85972,  67.81104,   9.64034,  60.60259,  47.27301,  10.12196,  60.80359,  26.67490,   7.13104,  60.96751,   9.87616,   4.69180,  62.94700,   3.60178,  17.44492
   0.03333,  53.64400,  85.58050,  10.22610,  53.81059,  91.97332,  10.54946,  54.09539, 101.13989,  10.24292,  54.49409, 109.92202,  10.09773,  55.85074, 132.41383,  11.83211,  55.25187, 139.10134,  13.02899,  51.36360, 119.63205,   9.88746,  40.55241, 125.76114,   9.08301,  39.32686, 119.82962,  10.76816,  35.75728, 102.55320,  15.67639,  36.36834,  96.07149,  18.39386,  37.59460,  83.06411,  23.84723,  58.75463, 119.19055,   9.83152,  68.61805, 126.79167,  10.00687,  69.62950, 120.79944,  11.61769,  72.57549, 103.34619,  16.30944,  72.27619,  96.71722,  18.70482,  71.67556,  83.41433,  23.51183,  47.93500,  84.67718,   9.49396,  47.25606,  68.10548,  10.19694,  46.41530,  47.58393,  11.06747,  46.57429,  27.05174,   9.12588,  46.70662,   9.96209,   7.50984,  45.45156,   3.70188,  20.36141,  59.26074,  84.39541,   9.22988,  59.85774,  67.81041,   9.63139,  60.59703,  47.27263,  10.12859,  60.79872,  26.67530,   7.13227,  60.96320,   9.87721,   4.68863,  62.93532,   3.60138,  17.44217
   0.03542,  53.65220,  85.57310,  10.20710,  53.81762,  91.96565,  10.53637,  54.10086, 101.13254,  10.23835,  54.49805, 109.91488,  10.10138,  55.85057, 132.40529,  11.85697,  55.25397, 139.09229,  13.05781,  51.36589, 119.62456,   9.89983,  40.55569, 125.75673,   9.10567,  39.33109, 119.82380,  10.78651,  35.76426, 102.54325,  15.68219,  36.37656,  96.06131,  18.39885,  37.60531,  83.05348,  23.85058,  58.75701, 119.18440,   9.84434,  68.61673, 126.79020,  10.02413,  69.62904, 120.79646,  11.62881,  72.57752, 103.33884,  16.30268,  72.27792,  96.71038,  18.69942,  71.67668,  83.40851,  23.50917,  47.94344,  84.66945,   9.47351,  47.26460,  68.09834,  10.19046,  46.42397,  47.57753,  11.07829,  46.58178,  27.04563,   9.13359,  46.71313,   9.95622,   7.51494,  45.45798,   3.69466,  20.36585,  59.26926,  84.38992,   9.21039,  59.86341,  67.80514,   9.62480,  60.59916,  47.26762,  10.13797,  60.80144,  26.67111,   7.13607,  60.96641,   9.87368,   4.68788,  62.93118,   3.59630,  17.44180
   0.03750,  53.64450,  85.57080,  10.17100,  53.80875,  91.96306,  10.50632,  54.09041, 101.13029,  10.21703,  54.48606, 109.91282,  10.08855,  55.83448, 132.40175,  11.86625,  55.24023, 139.08830,  13.07071,  51.35222, 119.62214,   9.89622,  40.54320, 125.75769,   9.11219,  39.31974, 119.82326,  10.78858,  35.75624, 102.53836,  15.67130,  36.36983,  96.05618,  18.38709,  37.60117,  83.04787,  23.83709,  58.74342, 119.18334,   9.84096,  68.59932, 126.79398,  10.02524,  69.61251, 120.79875,  11.62378,  72.56356, 103.33678,  16.27976,  72.26364,  96.70874,  18.67763,  71.66179,  83.40771,  23.48963,  47.93598,  84.66683,   9.43598,  47.25758,  68.09633,  10.16727,  46.41748,  47.57628,  11.07287,  46.57413,  27.04466,   9.12498,  46.70451,   9.95550,   7.50368,  45.44917,   3.69256,  20.35389,  59.26187,  84.38956,   9.17376,  59.85291,  67.80500,   9.60139,  60.58482,  47.26776,  10.13094,  60.78728,  26.67210,   7.12327,  60.95239,   9.87536,   4.67037,  62.90974,   3.59634,  17.42462
   0.03958,  53.65310,  85.57400,  10.15390,  53.81617,  91.96597,  10.49538,  54.09623, 101.13352,  10.21502,  54.49034, 109.91625,  10.09530,  55.83469, 132.40359,  11.89594,  55.24284, 139.08976,  13.10373,  51.35480, 119.62520,   9.91263,  40.54711, 125.76436,   9.13859,  39.32482, 119.82839,  10.81039,  35.76471, 102.53901,  15.67973,  36.37948,  96.05656,  18.39460,  37.61317,  83.04769,  23.84274,  58.74608, 119.18776,   9.85742,  68.59808, 126.80335,  10.04621,  69.61224, 120.80666,  11.63862,  72.56616, 103.34041,  16.27674,  72.26602,  96.71272,  18.67552,  71.66370,  83.41238,  23.48935,  47.94481,  84.66972,   9.41744,  47.26689,  68.09985,  10.16347,  46.42739,  47.58059,  11.08731,  46.58323,  27.04928,   9.13613,  46.71295,   9.96037,   7.51209,  45.45790,   3.69600,  20.36163,  59.27078,  84.39473,   9.15608,  59.85875,  67.81041,   9.59727,  60.58686,  47.27347,  10.14361,  60.78948,  26.67869,   7.12994,  60.95473,   9.88267,   4.67215,  62.90465,   3.60194,  17.42670
   0.04167,  53.65790,  85.56920,  10.14480,  53.81979,  91.96086,  10.49254,  54.09823, 101.12874,  10.22130,  54.49080, 109.91165,  10.11059,  55.83112, 132.39732,  11.93499,  55.24169, 139.08315,  13.14584,  51.35357, 119.62024,   9.93800,  40.54735, 125.76323,   9.17382,  39.32625, 119.82568,  10.84089,  35.76963, 102.53172,  15.69647,  36.38548,  96.04895,  18.41034,  37.62136,  83.03946,  23.85648,  58.74493, 119.18415,   9.88267,  68.59288, 126.80485,  10.07599,  69.60796, 120.80669,  11.66227,  72.56451, 103.33616,  16.28253,  72.26403,  96.70874,  18.68203,  71.66101,  83.40895,  23.49730,  47.94985,  84.66461,   9.40691,  47.27215,  68.09542,  10.16805,  46.43293,  47.57699,  11.11061,  46.58721,  27.04600,   9.15601,  46.71563,   9.95735,   7.52913,  45.46099,   3.69154,  20.37801,  59.27589,  84.39192,   9.14636,  59.86053,  67.80786,   9.60145,  60.58452,  47.27124,  10.16500,  60.78697,  26.67737,   7.14511,  60.95208,   9.88209,   4.68224,  62.89447,   3.59961,  17.43707
   0.04375,  53.66000,  85.55930,  10.12000,  53.82069,  91.95064,  10.47408,  54.09751, 101.11884,  10.21213,  54.48855, 109.90193,  10.11066,  55.82492, 132.38583,  11.95956,  55.23787, 139.07135,  13.17328,  51.34964, 119.61016,   9.94853,  40.54504, 125.75719,   9.19409,  39.32527, 119.81802,  10.85631,  35.77254, 102.51930,  15.69779,  36.38954,  96.03620,  18.41059,  37.62771,  83.02603,  23.85460,  58.74108, 119.17541,   9.89296,  68.58486, 126.80139,  10.09078,  69.60098, 120.80178,  11.67091,  72.56059, 103.32704,  16.27325,  72.25989,  96.69982,  18.67328,  71.65646,  83.40043,  23.48960,  47.95218,  84.65440,   9.38069,  47.27503,  68.08591,  10.15729,  46.43649,  47.56834,  11.11900,  46.58962,  27.03768,   9.16087,  46.71707,   9.94930,   7.53104,  45.46283,   3.68198,  20.37923,  59.27829,  84.38403,   9.12092,  59.85992,  67.80026,   9.59024,  60.58017,  47.26400,  10.17142,  60.78289,  26.67108,   7.14502,  60.94822,   9.87659,   4.67685,  62.88317,   3.59234,  17.43195
