time,Hips.x,Hips.y,Hips.z,spine.x,spine.y,spine.z,spine1.x,spine1.y,spine1.z,spine2.x,spine2.y,spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,RightArm.x,RightArm.y,RightArm.z,RightArmRoll.x,RightArmRoll.y,RightArmRoll.z,RightForeArm.x,RightForeArm.y,RightForeArm.z,RightForeArmRoll.x,RightForeArmRoll.y,RightForeArmRoll.z,RightHand.x,RightHand.y,RightHand.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,LeftArm.x,LeftArm.y,LeftArm.z,LeftArmRoll.x,LeftArmRoll.y,LeftArmRoll.z,LeftForeArm.x,LeftForeArm.y,LeftForeArm.z,LeftForeArmRoll.x,LeftForeArmRoll.y,LeftForeArmRoll.z,LeftHand.x,LeftHand.y,LeftHand.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightUpLegRoll.x,RightUpLegRoll.y,RightUpLegRoll.z,RightLeg.x,RightLeg.y,RightLeg.z,RightLegRoll.x,RightLegRoll.y,RightLegRoll.z,RightFoot.x,RightFoot.y,RightFoot.z,RightToeBase.x,RightToeBase.y,RightToeBase.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftUpLegRoll.x,LeftUpLegRoll.y,LeftUpLegRoll.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftLegRoll.x,LeftLegRoll.y,LeftLegRoll.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,LeftToeBase.x,LeftToeBase.y,LeftToeBase.z
   0.02083,  56.13790,  85.60700,   5.20209,  56.27669,  92.00807,   5.28889,  56.54058, 101.15999,   4.67754,  56.92667, 109.93600,   4.30537,  58.24846, 132.45805,   5.62453,  57.62309, 139.13115,   6.88652,  53.79290, 119.63755,   3.87155,  42.98785, 125.66302,   2.44356,  41.71884, 119.75036,   4.16249,  38.02267, 102.52888,   9.16913,  38.60596,  96.06378,  11.93186,  39.77649,  83.08971,  17.47606,  61.18435, 119.20135,   3.91267,  71.18915, 126.60907,   3.56013,  72.16659, 120.64372,   5.28745,  75.01352, 103.26872,  10.31853,  74.77553,  96.64451,  12.73383,  74.29792,  83.35114,  17.58081,  50.44576,  84.65352,   4.40526,  50.06976,  68.06002,   4.70683,  49.60415,  47.51148,   5.08028,  50.49865,  26.98094,   3.33028,  51.24318,   9.89266,   1.87369,  49.88766,   3.47702,  14.63811,  61.77527,  84.40863,   4.34856,  62.14306,  67.81933,   4.83836,  62.59852,  47.27623,   5.44488,  62.70598,  26.60435,   3.00969,  62.79361,   9.74545,   1.02367,  64.34948,   3.54721,  13.87238
   0.02292,  56.14430,  85.60510,   5.19992,  56.28290,  92.00616,   5.28766,  56.54651, 101.15818,   4.67770,  56.93241, 109.93426,   4.30699,  58.25408, 132.45608,   5.63019,  57.62765, 139.12900,   6.89260,  53.79853, 119.63587,   3.87515,  42.99291, 125.66099,   2.45001,  41.72420, 119.74801,   4.16805,  38.02890, 102.52559,   9.17207,  38.61282,  96.06015,  11.93389,  39.78461,  83.08542,  17.47627,  61.18998, 119.19972,   3.91572,  71.19432, 126.60816,   3.56514,  72.17195, 120.64235,   5.29078,  75.01941, 103.26602,  10.31698,  74.78119,  96.64154,  12.73149,  74.30312,  83.34762,  17.57690,  50.45216,  84.65156,   4.40314,  50.07611,  68.05806,   4.70457,  49.61043,  47.50952,   5.07783,  50.50555,  26.97889,   3.32922,  51.25058,   9.89053,   1.87378,  49.89502,   3.47591,  14.63871,  61.78168,  84.40702,   4.34603,  62.14944,  67.81776,   4.83708,  62.60484,  47.27471,   5.44517,  62.71176,  26.60291,   3.00921,  62.79895,   9.74409,   1.02257,  64.35459,   3.54605,  13.87141
   0.02500,  56.14510,  85.60350,   5.19870,  56.28355,  92.00455,   5.28744,  56.54692, 101.15667,   4.67898,  56.93268, 109.93283,   4.30982,  58.25426, 132.45440,   5.63733,  57.62685, 139.12714,   6.90021,  53.79871, 119.63450,   3.88002,  42.99257, 125.65937,   2.45780,  41.72411, 119.74608,   4.17495,  38.02954, 102.52275,   9.17641,  38.61399,  96.05698,  11.93733,  39.78684,  83.08156,  17.47788,  61.19017, 119.19840,   3.92014,  71.19404, 126.60756,   3.57129,  72.17179, 120.64130,   5.29530,  75.01965, 103.26366,  10.31675,  74.78116,  96.63888,  12.73043,  74.30257,  83.34437,  17.57417,  50.45296,  84.64995,   4.40197,  50.07676,  68.05645,   4.70334,  49.61089,  47.50792,   5.07654,  50.50613,  26.97717,   3.32934,  51.25126,   9.88871,   1.87509,  49.89582,   3.47517,  14.64057,  61.78248,  84.40570,   4.34443,  62.14981,  67.81647,   4.83680,  62.60470,  47.27345,   5.44653,  62.71046,  26.60173,   3.00988,  62.79671,   9.74296,   1.02268,  64.35201,   3.54514,  13.87166
   0.02708,  56.12180,  85.60200,   5.17915,  56.26014,  92.00304,   5.26896,  56.52334, 101.15527,   4.66209,  56.90900, 109.93150,   4.29461,  58.23053, 132.45281,   5.62674,  57.60222, 139.12536,   6.89013,  53.77497, 119.63324,   3.86693,  42.96833, 125.65794,   2.44769,  41.70030, 119.74431,   4.16399,  38.00694, 102.52000,   9.16296,  38.59204,  96.05390,  11.92297,  39.76620,  83.07783,  17.46172,  61.16643, 119.19717,   3.90669,  71.16977, 126.60711,   3.55931,  72.14765, 120.64042,   5.28177,  74.99585, 103.26153,  10.29870,  74.75713,  96.63645,  12.71152,  74.27807,  83.34132,  17.55353,  50.42965,  84.64848,   4.38245,  50.05347,  68.05498,   4.68387,  49.58764,  47.50645,   5.05714,  50.48355,  26.97561,   3.31140,  51.22924,   9.88707,   1.85837,  49.87400,   3.47459,  14.62440,  61.75917,  84.40444,   4.32448,  62.12626,  67.81524,   4.81825,  62.58084,  47.27227,   5.42969,  62.68550,  26.60062,   2.99243,  62.77086,   9.74190,   1.00473,  64.32599,   3.54436,  13.85386
   0.02917,  56.13450,  85.60030,   5.18064,  56.27278,  92.00132,   5.27160,  56.53587, 101.15368,   4.66646,  56.92147, 109.92998,   4.30077,  58.24301, 132.45099,   5.63790,  57.61389, 139.12336,   6.90183,  53.78743, 119.63182,   3.87531,  42.98034, 125.65643,   2.45915,  41.71277, 119.74246,   4.17459,  38.02078, 102.51714,   9.17109,  38.60651,  96.05070,  11.93019,  39.78194,  83.07397,  17.46712,  61.17889, 119.19574,   3.91484,  71.18168, 126.60648,   3.56864,  72.15964, 120.63937,   5.28962,  75.00811, 103.25929,  10.30222,  74.76918,  96.63387,  12.71412,  74.28969,  83.33809,  17.55428,  50.44233,  84.64687,   4.38396,  50.06605,  68.05338,   4.68555,  49.60009,  47.50485,   5.05902,  50.49614,  26.97388,   3.31479,  51.24196,   9.88525,   1.86301,  49.88688,   3.47387,  14.62962,  61.77185,  84.40295,   4.32557,  62.13886,  67.81379,   4.82079,  62.59333,  47.27087,   5.43404,  62.69693,  26.59927,   2.99625,  62.78142,   9.74061,   1.00812,  64.33651,   3.54344,  13.85744
   0.03125,  56.14340,  85.59810,   5.18090,  56.28168,  91.99910,   5.27310,  56.54474, 101.15158,   4.66981,  56.93033, 109.92797,   4.30607,  58.25192, 132.44865,   5.64859,  57.62210, 139.12085,   6.91312,  53.79631, 119.62991,   3.88293,  42.98884, 125.65457,   2.46993,  41.72187, 119.74023,   4.18456,  38.03164, 102.51385,   9.17868,  38.61809,  96.04710,  11.93689,  39.79497,  83.06973,  17.47201,  61.18777, 119.19381,   3.92236,  71.18996, 126.60539,   3.57701,  72.16801, 120.63790,   5.29657,  75.01672, 103.25666,  10.30504,  74.77762,  96.63089,  12.71596,  74.29779,  83.33441,  17.55414,  50.45120,  84.64482,   4.38423,  50.07497,  68.05133,   4.68612,  49.60907,  47.50281,   5.05996,  50.50542,  26.97173,   3.31728,  51.25149,   9.88299,   1.86679,  49.89677,   3.47273,  14.63400,  61.78072,  84.40092,   4.32540,  62.14779,  67.81181,   4.82216,  62.60234,  47.26895,   5.43732,  62.70486,  26.59740,   2.99910,  62.78847,   9.73877,   1.01062,  64.34367,   3.54207,  13.86015
   0.03333,  56.13640,  85.59720,   5.17640,  56.27474,  91.99818,   5.26992,  56.53785, 101.15079,   4.66861,  56.92349, 109.92726,   4.30694,  58.24520, 132.44759,   5.65527,  57.61491, 139.11961,   6.92047,  53.78955, 119.62933,   3.88623,  42.98171, 125.65409,   2.47640,  41.71531, 119.73940,   4.19026,  38.02671, 102.51201,   9.18211,  38.61373,  96.04493,  11.93941,  39.79175,  83.06688,  17.47272,  61.18101, 119.19317,   3.92570,  71.18256, 126.60564,   3.58082,  72.16058, 120.63776,   5.29908,  75.00923, 103.25543,  10.30379,  74.76988,  96.62928,  12.71364,  74.28958,  83.33204,  17.54970,  50.44417,  84.64414,   4.37973,  50.06811,  68.05065,   4.68204,  49.60242,  47.50214,   5.05641,  50.49920,  26.97093,   3.31533,  51.24563,   9.88210,   1.86618,  49.89148,   3.47299,  14.63402,  61.77368,  84.40014,   4.32046,  62.14094,  67.81109,   4.81888,  62.59573,  47.26829,   5.43609,  62.69710,  26.59678,   2.99748,  62.77978,   9.73819,   1.00868,  64.33527,   3.54202,  13.85843
   0.03542,  56.12890,  85.59470,   5.16922,  56.26736,  91.99566,   5.26411,  56.53060, 101.14840,   4.66488,  56.91636, 109.92495,   4.30540,  58.23821, 132.44490,   5.65992,  57.60780, 139.11678,   6.92586,  53.78252, 119.62717,   3.88718,  42.97432, 125.65201,   2.48049,  41.70857, 119.73698,   4.19363,  38.02187, 102.50858,   9.18340,  38.60943,  96.04116,  11.93980,  39.78853,  83.06244,  17.47130,  61.17397, 119.19093,   3.92688,  71.17485, 126.60431,   3.58203,  72.15285, 120.63609,   5.29913,  75.00143, 103.25277,  10.30046,  74.76192,  96.62621,  12.70915,  74.28127,  83.32813,  17.54286,  50.43662,  84.64191,   4.37256,  50.06058,  68.04844,   4.67538,  49.59491,  47.49993,   5.05039,  50.49191,  26.96860,   3.31098,  51.23852,   9.87966,   1.86320,  49.88500,   3.47175,  14.63171,  61.76613,  84.39772,   4.31281,  62.13342,  67.80873,   4.81302,  62.58826,  47.26600,   5.43245,  62.68806,  26.59453,   2.99342,  62.76946,   9.73597,   1.00427,  64.32530,   3.54040,  13.85428
   0.03750,  56.12900,  85.59180,   5.16652,  56.26764,  91.99274,   5.26284,  56.53109, 101.14561,   4.66576,  56.91701, 109.92225,   4.30859,  58.23905, 132.44180,   5.66962,  57.60879, 139.11353,   6.93635,  53.78332, 119.62463,   3.89292,  42.97478, 125.64957,   2.48935,  41.70984, 119.73418,   4.20186,  38.02553, 102.50473,   9.18977,  38.61372,  96.03699,  11.94531,  39.79407,  83.05765,  17.47507,  61.17477, 119.18828,   3.93300,  71.17494, 126.60258,   3.58782,  72.15290, 120.63406,   5.30387,  75.00135, 103.24984,  10.30211,  74.76170,  96.62282,  12.70954,  74.28077,  83.32383,  17.54072,  50.43666,  84.63935,   4.36986,  50.06107,  68.04587,   4.67329,  49.59596,  47.49737,   5.04904,  50.49370,  26.96592,   3.31133,  51.24092,   9.87689,   1.86497,  49.88834,   3.47020,  14.63420,  61.76616,  84.39486,   4.30963,  62.13364,  67.80593,   4.81174,  62.58870,  47.26327,   5.43352,  62.68692,  26.59185,   2.99406,  62.76702,   9.73332,   1.00457,  64.32341,   3.53843,  13.85483
   0.03958,  56.14100,  85.58980,   5.15087,  56.27987,  91.99071,   5.24868,  56.54359, 101.14372,   4.65384,  56.92971, 109.92045,   4.29907,  58.25198, 132.43957,   5.66693,  57.62207, 139.11118,   6.93449,  53.79621, 119.62300,   3.88603,  42.98733, 125.64807,   2.48557,  41.72319, 119.73233,   4.19745,  38.04119, 102.50187,   9.18357,  38.62989,  96.03381,  11.93822,  39.81128,  83.05380,  17.46620,  61.18764, 119.18652,   3.92661,  71.18709, 126.60178,   3.58079,  72.16487, 120.63296,   5.29588,  75.01281, 103.24786,  10.29136,  74.77292,  96.62037,  12.69747,  74.29152,  83.32044,  17.52601,  50.44860,  84.63773,   4.35420,  50.07305,  68.04427,   4.65833,  49.60799,  47.49578,   5.03494,  50.50594,  26.96419,   3.29897,  51.25334,   9.87505,   1.85407,  49.90163,   3.46962,  14.62402,  61.77809,  84.39287,   4.29349,  62.14592,  67.80400,   4.79758,  62.60141,  47.26143,   5.42182,  62.69809,  26.59005,   2.98195,  62.77693,   9.73155,   0.99212,  64.33403,   3.53739,  13.84265
   0.04167,  56.13780,  85.58900,   5.14851,  56.27693,  91.98988,   5.24785,  56.54098, 101.14303,   4.65534,  56.92734, 109.91985,   4.30307,  58.24988, 132.43852,   5.67802,  57.62048, 139.11002,   6.94645,  53.79406, 119.62258,   3.89271,  42.98487, 125.64782,   2.49537,  41.72160, 119.73172,   4.20668,  38.04213, 102.50023,   9.19111,  38.63137,  96.03184,  11.94489,  39.81384,  83.05119,  17.47112,  61.18548, 119.18596,   3.93390,  71.18417, 126.60220,   3.58717,  72.16185, 120.63311,   5.30138,  75.00948, 103.24720,  10.29425,  74.76946,  96.61922,  12.69897,  74.28780,  83.31828,  17.52471,  50.44533,  84.63736,   4.35184,  50.07001,  68.04390,   4.65673,  49.60523,  47.49542,   5.03430,  50.50360,  26.96371,   3.30011,  51.25135,   9.87445,   1.85668,  49.90091,   3.47031,  14.62741,  61.77481,  84.39204,   4.29062,  62.14288,  67.80324,   4.79678,  62.59868,  47.26076,   5.42358,  62.69353,  26.58941,   2.98332,  62.77089,   9.73095,   0.99317,  64.32874,   3.53757,  13.84398
   0.04375,  56.13610,  85.58620,   5.13805,  56.27553,  91.98705,   5.23898,  56.53995, 101.14034,   4.64887,  56.92658, 109.91725,   4.29917,  58.24942, 132.43546,   5.68145,  57.62060, 139.10684,   6.95080,  53.79354, 119.62018,   3.89155,  42.98405, 125.64561,   2.49739,  41.72162, 119.72917,   4.20813,  38.04463, 102.49667,   9.19091,  38.63434,  96.02796,  11.94381,  39.81774,  83.04664,  17.46828,  61.18495, 119.18340,   3.93343,  71.18285, 126.60065,   3.58561,  72.16037, 120.63129,   5.29898,  75.00757, 103.24462,  10.28942,  74.76742,  96.61612,  12.69272,  74.28548,  83.31416,  17.51561,  50.44355,  84.63502,   4.34136,  50.06866,  68.04157,   4.64711,  49.60442,  47.49310,   5.02573,  50.50310,  26.96124,   3.29335,  51.25110,   9.87187,   1.85143,  49.90176,   3.46903,  14.62292,  61.77302,  84.38919,   4.27964,  62.14155,  67.80047,   4.78792,  62.59791,  47.25808,   5.41734,  62.69107,  26.58676,   2.97674,  62.76706,   9.72833,   0.98631,  64.32579,   3.53579,  13.83743
