time,Hips.x,Hips.y,Hips.z,spine.x,spine.y,spine.z,spine1.x,spine1.y,spine1.z,spine2.x,spine2.y,spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,RightArm.x,RightArm.y,RightArm.z,RightArmRoll.x,RightArmRoll.y,RightArmRoll.z,RightForeArm.x,RightForeArm.y,RightForeArm.z,RightForeArmRoll.x,RightForeArmRoll.y,RightForeArmRoll.z,RightHand.x,RightHand.y,RightHand.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,LeftArm.x,LeftArm.y,LeftArm.z,LeftArmRoll.x,LeftArmRoll.y,LeftArmRoll.z,LeftForeArm.x,LeftForeArm.y,LeftForeArm.z,LeftForeArmRoll.x,LeftForeArmRoll.y,LeftForeArmRoll.z,LeftHand.x,LeftHand.y,LeftHand.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightUpLegRoll.x,RightUpLegRoll.y,RightUpLegRoll.z,RightLeg.x,RightLeg.y,RightLeg.z,RightLegRoll.x,RightLegRoll.y,RightLegRoll.z,RightFoot.x,RightFoot.y,RightFoot.z,RightToeBase.x,RightToeBase.y,RightToeBase.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftUpLegRoll.x,LeftUpLegRoll.y,LeftUpLegRoll.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftLegRoll.x,LeftLegRoll.y,LeftLegRoll.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,LeftToeBase.x,LeftToeBase.y,LeftToeBase.z
   0.02083,  55.01730,  85.67340,   7.79211,  55.06711,  92.07573,   7.88245,  55.20989, 101.23009,   7.26740,  55.51604, 110.00838,   6.87512,  56.74353, 132.54102,   8.10122,  56.07601, 139.25280,   9.11139,  52.33134, 119.69329,   6.44039,  41.46938, 125.67037,   5.26265,  40.28427, 119.77462,   7.09575,  36.83244, 102.60239,  12.43492,  37.49248,  96.21639,  15.35960,  38.81705,  83.40106,  21.22881,  59.72482, 119.29245,   6.40497,  69.79967, 126.61056,   6.21196,  70.69698, 120.68394,   8.10789,  73.31054, 103.42178,  13.63007,  72.78560,  96.94620,  16.37996,  71.73217,  83.95113,  21.89839,  49.32777,  84.64020,   7.08054,  48.34786,  68.08919,   7.90533,  47.13439,  47.59327,   8.92671,  47.31364,  27.06260,   6.97083,  47.46284,   9.97422,   5.34288,  45.72393,   3.79093,  18.17531,  60.65746,  84.55529,   6.85245,  61.58632,  67.98281,   7.11737,  62.73656,  47.46054,   7.44544,  63.40531,  26.78487,   5.13502,  63.95070,   9.92289,   3.25077,  66.09275,   3.76430,  16.03402
   0.02292,  55.02350,  85.67490,   7.78886,  55.07342,  92.07723,   7.87899,  55.21642, 101.23159,   7.26389,  55.52281, 110.00988,   6.87195,  56.75092, 132.54239,   8.10001,  56.08245, 139.25407,   9.11012,  52.33842, 119.69493,   6.43790,  41.47638, 125.67167,   5.25922,  40.29046, 119.77574,   7.09120,  36.83630, 102.60297,  12.42711,  37.49567,  96.21692,  15.35185,  38.81889,  83.40149,  21.22117,  59.73188, 119.29387,   6.40278,  69.80580, 126.61327,   6.21018,  70.70367, 120.68674,   8.10614,  73.31883, 103.42485,  13.62840,  72.79485,  96.94876,  16.37726,  71.74335,  83.95265,  21.89362,  49.33399,  84.64179,   7.07703,  48.35456,  68.09072,   7.90120,  47.14169,  47.59472,   8.92182,  47.32162,  27.06396,   6.96701,  47.47139,   9.97550,   5.33995,  45.73226,   3.79213,  18.17232,  60.66369,  84.55665,   6.84952,  61.59251,  67.98418,   7.11507,  62.74270,  47.46192,   7.44389,  63.41199,  26.78636,   5.13266,  63.95783,   9.92446,   3.24773,  66.09942,   3.76577,  16.03102
   0.02500,  55.02280,  85.68430,   7.78855,  55.07284,  92.08663,   7.87851,  55.21604, 101.24098,   7.26337,  55.52266, 110.01929,   6.87181,  56.75138, 132.55165,   8.10184,  56.08192, 139.26324,   9.11194,  52.33858, 119.70446,   6.43843,  41.47644, 125.68085,   5.25887,  40.28985, 119.78470,   7.08971,  36.83372, 102.61128,  12.42228,  37.49258,  96.22518,  15.34701,  38.81476,  83.40964,  21.21631,  59.73203, 119.30319,   6.40361,  69.80500, 126.62391,   6.21139,  70.70344, 120.69747,   8.10736,  73.32026, 103.43584,  13.62966,  72.79733,  96.95918,  16.37738,  71.74791,  83.96194,  21.89148,  49.33331,  84.65128,   7.07645,  48.35408,  68.10017,   7.90012,  47.14146,  47.60413,   8.92011,  47.32136,  27.07327,   6.96630,  47.47110,   9.98473,   5.34007,  45.73155,   3.80139,  18.17239,  60.66301,  84.56591,   6.84954,  61.59151,  67.99344,   7.11581,  62.74130,  47.47117,   7.44555,  63.41074,  26.79572,   5.13337,  63.95670,   9.93392,   3.24767,  66.09772,   3.77508,  16.03099
   0.02708,  55.00760,  85.68090,   7.78681,  55.05776,  92.08323,   7.87662,  55.20116, 101.23758,   7.26149,  55.50801, 110.01589,   6.87031,  56.73733, 132.54812,   8.10234,  56.06684, 139.25959,   9.11251,  52.32423, 119.70120,   6.43763,  41.46197, 125.67721,   5.25726,  40.27462, 119.78084,   7.08690,  36.81631, 102.60677,  12.41597,  37.47458,  96.22056,  15.34060,  38.79560,  83.40482,  21.20971,  59.71767, 119.29971,   6.40311,  69.78966, 126.62179,   6.21125,  70.68869, 120.69544,   8.10721,  73.30726, 103.43407,  13.62949,  72.78548,  96.95679,  16.37597,  71.73836,  83.95830,  21.88756,  49.31813,  84.64797,   7.07444,  48.33911,  68.09683,   7.89772,  47.12674,  47.60075,   8.91722,  47.30698,  27.06981,   6.96430,  47.45700,   9.98120,   5.33882,  45.71714,   3.79787,  18.17111,  60.64784,  84.56238,   6.84812,  61.57631,  67.98992,   7.11524,  62.72606,  47.46767,   7.44602,  63.39596,  26.79236,   5.13274,  63.94229,   9.93067,   3.24614,  66.08286,   3.77174,  16.02948
   0.02917,  55.01280,  85.68750,   7.78665,  55.06307,  92.08984,   7.87635,  55.20667, 101.24418,   7.26126,  55.51375, 110.02250,   6.87050,  56.74365, 132.55458,   8.10456,  56.07209, 139.26593,   9.11486,  52.33026, 119.70794,   6.43852,  41.46786, 125.68356,   5.25743,  40.27979, 119.78693,   7.08579,  36.81937, 102.61215,  12.41119,  37.47712,  96.22580,  15.33562,  38.79709,  83.40976,  21.20432,  59.72369, 119.30624,   6.40430,  69.79467, 126.62972,   6.21277,  70.69434, 120.70345,   8.10868,  73.31474, 103.44231,  13.63082,  72.79420,  96.96434,  16.37590,  71.74959,  83.96446,  21.88468,  49.32334,  84.65466,   7.07400,  48.34483,  68.10348,   7.89701,  47.13309,  47.60735,   8.91619,  47.31366,  27.07633,   6.96404,  47.46396,   9.98767,   5.33919,  45.72384,   3.80439,  18.17147,  60.65307,  84.56886,   6.84828,  61.58151,  67.99641,   7.11638,  62.73124,  47.47418,   7.44838,  63.40154,  26.79903,   5.13381,  63.94820,   9.93746,   3.24617,  66.08834,   3.77842,  16.02953
   0.03125,  55.01060,  85.68790,   7.79362,  55.06099,  92.09024,   7.88324,  55.20478, 101.24458,   7.26824,  55.51207, 110.02292,   6.87793,  56.74255, 132.55486,   8.11403,  56.06985, 139.26606,   9.12457,  52.32887, 119.70848,   6.44667,  41.46630, 125.68366,   5.26493,  40.27765, 119.78675,   7.09200,  36.81554, 102.61114,  12.41359,  37.47293,  96.22461,  15.33774,  38.79217,  83.40824,  21.20587,  59.72229, 119.30658,   6.41273,  69.79223, 126.63150,   6.22149,  70.69246, 120.70529,   8.11735,  73.31449, 103.44434,  13.63929,  72.79520,  96.96562,  16.38283,  71.75309,  83.96423,  21.88852,  49.32116,  84.65516,   7.08068,  48.34287,  68.10396,   7.90358,  47.13140,  47.60780,   8.92261,  47.31197,  27.07673,   6.97111,  47.46225,   9.98801,   5.34681,  45.72177,   3.80484,  18.17909,  60.65090,  84.56915,   6.85556,  61.57904,  67.99670,   7.12480,  62.72839,  47.47446,   7.45822,  63.39867,  26.79948,   5.14218,  63.94531,   9.93805,   3.25334,  66.08491,   3.77885,  16.03671
   0.03333,  55.01160,  85.67820,   7.79281,  55.06209,  92.08054,   7.88239,  55.20605, 101.23489,   7.26752,  55.51353, 110.01324,   6.87767,  56.74450, 132.54504,   8.11582,  56.07064, 139.25607,   9.12666,  52.33058, 119.69891,   6.44713,  41.46784, 125.67366,   5.26487,  40.27863, 119.77643,   7.09053,  36.81489, 102.59987,  12.40804,  37.47204,  96.21316,  15.33183,  38.79078,  83.39641,  21.19925,  59.72400, 119.29684,   6.41347,  69.79288, 126.62322,   6.22247,  70.69379, 120.69709,   8.11825,  73.31782, 103.43638,  13.63999,  72.79999,  96.95681,  16.38181,  71.76081,  83.95373,  21.88405,  49.32218,  84.64555,   7.07957,  48.34414,  68.09434,   7.90263,  47.13299,  47.59818,   8.92186,  47.31394,  27.06707,   6.97081,  47.46456,   9.97831,   5.34687,  45.72381,   3.79532,  18.17919,  60.65193,  84.55934,   6.85505,  61.58009,  67.98692,   7.12557,  62.72946,  47.46471,   7.46055,  63.40003,  26.78992,   5.14284,  63.94691,   9.92865,   3.25263,  66.08613,   3.76928,  16.03599
   0.03542,  55.01220,  85.67970,   7.79331,  55.06278,  92.08203,   7.88288,  55.20688, 101.23640,   7.26817,  55.51450, 110.01476,   6.87878,  56.74583, 132.54643,   8.11893,  56.07077, 139.25729,   9.13015,  52.33175, 119.70053,   6.44895,  41.46878, 125.67480,   5.26630,  40.27907, 119.77721,   7.09046,  36.81387, 102.59959,  12.40359,  37.47091,  96.21271,  15.32703,  38.78943,  83.39561,  21.19374,  59.72516, 119.29833,   6.41555,  69.79296, 126.62619,   6.22472,  70.69448, 120.70014,   8.12044,  73.32028, 103.43964,  13.64201,  72.80390,  96.95916,  16.38193,  71.76762,  83.95423,  21.88036,  49.32280,  84.64714,   7.07978,  48.34507,  68.09593,   7.90335,  47.13429,  47.59978,   8.92322,  47.31571,  27.06866,   6.97232,  47.46671,   9.97990,   5.34851,  45.72564,   3.79715,  18.18091,  60.65256,  84.56076,   6.85585,  61.58049,  67.98834,   7.12774,  62.72957,  47.46614,   7.46441,  63.40008,  26.79156,   5.14486,  63.94691,   9.93046,   3.25315,  66.08565,   3.77085,  16.03647
   0.03750,  55.01110,  85.66810,   7.79426,  55.06176,  92.07043,   7.88385,  55.20597, 101.22481,   7.26932,  55.51370, 110.00319,   6.88040,  56.74529, 132.53473,   8.12252,  56.06901, 139.24540,   9.13418,  52.33109, 119.68904,   6.45127,  41.46789, 125.66282,   5.26834,  40.27771, 119.76483,   7.09091,  36.81114, 102.58607,  12.39943,  37.46817,  96.19901,  15.32250,  38.78670,  83.38157,  21.18846,  59.72450, 119.28674,   6.41813,  69.79122, 126.61609,   6.22739,  70.69336, 120.69012,   8.12308,  73.32098, 103.42987,  13.64455,  72.80610,  96.94840,  16.38242,  71.77285,  83.94150,  21.87676,  49.32173,  84.63561,   7.08042,  48.34433,  68.08443,   7.90480,  47.13396,  47.58830,   8.92567,  47.31627,  27.05719,   6.97469,  47.46802,   9.96845,   5.35082,  45.72670,   3.78598,  18.18332,  60.65150,  84.54909,   6.85710,  61.57922,  67.97668,   7.13044,  62.72806,  47.45450,   7.46893,  63.39849,  26.78014,   5.14737,  63.94526,   9.91922,   3.25403,  66.08353,   3.75934,  16.03730
   0.03958,  55.01360,  85.66960,   7.79266,  55.06433,  92.07193,   7.88229,  55.20862, 101.22632,   7.26796,  55.51644, 110.00472,   6.87953,  56.74821, 132.53615,   8.12361,  56.07069, 139.24661,   9.13577,  52.33395, 119.69064,   6.45110,  41.47049, 125.66392,   5.26798,  40.27997, 119.76549,   7.08891,  36.81241, 102.58545,  12.39265,  37.46966,  96.19824,  15.31533,  38.78862,  83.38049,  21.18052,  59.72736, 119.28826,   6.41820,  69.79298, 126.61913,   6.22752,  70.69576, 120.69324,   8.12317,  73.32525, 103.43324,  13.64453,  72.81196,  96.95073,  16.38023,  71.78191,  83.94172,  21.87018,  49.32425,  84.63718,   7.07851,  48.34722,  68.08603,   7.90393,  47.13730,  47.58994,   8.92608,  47.32054,  27.05886,   6.97486,  47.47306,   9.97014,   5.35079,  45.73147,   3.78804,  18.18343,  60.65403,  84.55053,   6.85579,  61.58158,  67.97814,   7.13069,  62.73020,  47.45598,   7.47109,  63.40054,  26.78185,   5.14739,  63.94724,   9.92112,   3.25230,  66.08508,   3.76094,  16.03549
   0.04167,  55.01500,  85.66900,   7.79393,  55.06580,  92.07133,   7.88363,  55.21016, 101.22573,   7.26953,  55.51805, 110.00415,   6.88159,  56.74996, 132.53546,   8.12763,  56.07117, 139.24572,   9.14035,  52.33565, 119.69013,   6.45387,  41.47192, 125.66289,   5.27063,  40.28109, 119.76400,   7.08987,  36.81261, 102.58262,  12.38866,  37.47013,  96.19525,  15.31092,  38.78963,  83.37716,  21.17525,  59.72906, 119.28770,   6.42121,  69.79356, 126.62010,   6.23054,  70.69701, 120.69430,   8.12615,  73.32843, 103.43455,  13.64739,  72.81680,  96.95094,  16.38080,  71.79007,  83.93973,  21.86615,  49.32568,  84.63665,   7.07947,  48.34902,  68.08554,   7.90609,  47.13958,  47.58949,   8.92973,  47.32378,  27.05846,   6.97812,  47.47709,   9.96978,   5.35372,  45.73522,   3.78808,  18.18652,  60.65547,  84.54987,   6.85735,  61.58286,  67.97750,   7.13388,  62.73128,  47.45536,   7.47631,  63.40150,  26.78149,   5.15034,  63.94810,   9.92097,   3.25340,  66.08550,   3.76046,  16.03651
   0.04375,  55.01080,  85.66590,   7.79304,  55.06166,  92.06823,   7.88282,  55.20610, 101.22265,   7.26899,  55.51405, 110.00109,   6.88156,  56.74608, 132.53228,   8.12956,  56.06599, 139.24232,   9.14289,  52.33174, 119.68713,   6.45455,  41.46771, 125.65934,   5.27125,  40.27649, 119.75999,   7.08873,  36.80688, 102.57726,  12.38240,  37.46461,  96.18967,  15.30414,  38.78454,  83.37116,  21.16746,  59.72514, 119.28464,   6.42212,  69.78850, 126.61861,   6.23145,  70.69264, 120.69290,   8.12700,  73.32607, 103.43341,  13.64807,  72.81618,  96.94866,  16.37910,  71.79293,  83.93516,  21.85967,  49.32151,  84.63362,   7.07826,  48.34524,  68.08255,   7.90618,  47.13628,  47.58656,   8.93143,  47.32180,  27.05558,   6.97936,  47.47621,   9.96694,   5.35459,  45.73396,   3.78566,  18.18753,  60.65131,  84.54672,   6.85675,  61.57826,  67.97436,   7.13501,  62.72613,  47.45222,   7.47958,  63.39584,  26.77860,   5.15123,  63.94202,   9.91828,   3.25235,  66.07890,   3.75741,  16.03537
